,text,label
6023,"An amateurish , quasi-improvised acting exercise shot on ugly digital video .",0
6024,"The holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .",1
6025,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,0
6026,"Unofficially , National Lampoon 's Van Wilder is Son of Animal House .",2
6027,"Officially , it is twice as bestial but half as funny .",1
6028,"This is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",0
6029,Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,3
6030,"Halfway through the movie , the humor dwindles .",1
6031,It 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy .,1
6032,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,2
6033,"Authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .",2
6034,Control-Alt-Delete Simone as quickly as possible,0
6035,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",1
6036,"The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .",2
6037,"The screenplay comes across , rather unintentionally , as Hip-Hop Scooby-Doo .",2
6038,Has lost some of the dramatic conviction that underlies the best of comedies ...,1
6039,"Vaguely interesting , but it 's just too too much .",1
6040,"... no charm , no laughs , no fun , no reason to watch .",0
6041,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,0
6042,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party .,0
6043,Kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,1
6044,The film virtually chokes on its own self-consciousness .,2
6045,A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,1
6046,"Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .",3
6047,"It goes down easy , leaving virtually no aftertaste .",3
6048,"A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",0
6049,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,0
6050,"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",1
6051,"As a director , Eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising .",0
6052,"Eccentric enough to stave off doldrums , Caruso 's self-conscious debut is also eminently forgettable .",2
6053,"To work , love stories require the full emotional involvement and support of a viewer .",2
6054,That is made almost impossible by events that set the plot in motion .,2
6055,"Although Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .",2
6056,A puzzle whose pieces do not fit .,1
6057,"Some are fascinating and others are not , and in the end , it is almost a good movie .",2
6058,Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .,1
6059,"The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful .",2
6060,"` Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .",1
6061,"Be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .",0
6062,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,0
6063,"In the wrong hands , i.e. Peploe 's , it 's simply unbearable",1
6064,"An inexperienced director , Mehta has much to learn .",1
6065,A limp Eddie Murphy vehicle that even he seems embarrassed to be part of .,0
6066,"So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",0
6067,A gushy episode of `` M \* A \* S \* H '' only this time from an Asian perspective .,1
6068,"`` Looking For Leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something .",1
6069,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,1
6070,"Definitely in the guilty pleasure B-movie category , Reign of Fire is so incredibly inane that it is laughingly enjoyable .",3
6071,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .,1
6072,"entertaining enough , but nothing new",1
6073,... one resurrection too many .,1
6074,"This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .",1
6075,"Even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",1
6076,DeMeo is not without talent ; he just needs better material .,2
6077,"In spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",1
6078,"No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .",0
6079,"Initially gripping , eventually cloying POW drama .",3
6080,"A timid , soggy near miss .",1
6081,Works better in the conception than it does in the execution ... winds up seeming just a little too clever .,1
6082,"To the vast majority of more casual filmgoers , it will probably be a talky bore .",1
6083,Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,2
6084,This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .,2
6085,They should have found Orson Welles ' great-grandson .,2
6086,"Shunji Iwai 's All About Lily Chou Chou is a beautifully shot , but ultimately flawed film about growing up in Japan .",1
6087,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .",1
6088,"Thriller directorial debut for Traffic scribe Gaghan has all the right parts , but the pieces do n't quite fit together .",2
6089,... would be a total loss if not for two supporting performances taking place at the movie 's edges .,2
6090,"There 's not a single jump-in-your-seat moment and believe it or not , Jason actually takes a backseat in his own film to special effects .",0
6091,"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat do n't manage an equally assured narrative coinage .",3
6092,"Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",1
6093,"The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .",0
6094,The movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,1
6095,This is not a Jackie Chan movie .,1
6096,It 's just a movie that happens to have Jackie Chan in it .,1
6097,And that makes all the difference .,3
6098,"Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",0
6099,The problem with movies about angels is they have a tendency to slip into hokum .,1
6100,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,0
6101,"No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",0
6102,I do n't think this movie loves women at all .,1
6103,Shankman ... and screenwriter Karen Janszen bungle their way through the narrative as if it were a series of Bible parables and not an actual story .,0
6104,A negligible British comedy .,1
6105,Fails to convince the audience that these brats will ever be anything more than losers .,1
6106,"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .",0
6107,Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,0
6108,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,2
6109,Trailer trash cinema so uncool the only thing missing is the `` Gadzooks ! '',1
6110,"Her film is like a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless .",1
6111,"Like the world of his film , Hartley created a monster but did n't know how to handle it .",1
6112,"No new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .",1
6113,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,1
6114,"In the end , there is n't much to it .",0
6115,A waste of fearless purity in the acting craft .,1
6116,The film is ultimately about as inspiring as a Hallmark card .,1
6117,"Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .",1
6118,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,1
6119,You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,0
6120,"Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .",2
6121,Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .,1
6122,"for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience",0
6123,Femme Fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .,1
6124,"Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?",1
6125,"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .",0
6126,Fluffy neo-noir hiding behind cutesy film references .,1
6127,Imagine Susan Sontag falling in love with Howard Stern .,1
6128,"Like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .",2
6129,Should have been worth cheering as a breakthrough but is devoid of wit and humor .,1
6130,"The best thing about the movie is its personable , amusing cast .",3
6131,These guys seem great to knock back a beer with but they 're simply not funny performers .,1
6132,Everything was as superficial as the forced New Jersey lowbrow accent Uma had .,0
6133,Director David Fincher and writer David Koepp ca n't sustain it .,1
6134,"Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .",2
6135,A movie that feels like the pilot episode of a new teen-targeted action TV series .,2
6136,One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .,0
6137,"The animation and backdrops are lush and inventive , yet Return to Neverland never manages to take us to that elusive , lovely place where we suspend our disbelief .",2
6138,"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .",1
6139,"Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .",0
6140,The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they 'll get plenty ) fills me with revulsion .,0
6141,"Devolves into the derivative , leaning on badly-rendered CGI effects .",1
6142,Anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` The Ring . ',2
6143,A grand fart coming from a director beginning to resemble someone 's crazy French grandfather .,0
6144,"The script is a disaster , with cloying messages and irksome characters .",1
6145,"both overstuffed and undernourished ... The film ca n't be called a solid success , although there 's plenty of evidence here to indicate Clooney might have better luck next time .",2
6146,"Plods along , minus the twisted humor and eye-popping visuals that have made Miike ... a cult hero .",2
6147,Hollywood has taken quite a nosedive from Alfred Hitchcock 's imaginative flight to Shyamalan 's self-important summer fluff .,1
6148,The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .,1
6149,I firmly believe that a good video game movie is going to show up soon .,3
6150,I also believe that Resident Evil is not it .,1
6151,"It has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",1
6152,The plot meanders from gripping to plodding and back .,2
6153,"This is cruel , misanthropic stuff with only weak claims to surrealism and black comedy .",1
6154,No amount of nostalgia for Carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .,0
6155,Best described as I Know What You Did Last Winter .,2
6156,"( Taylor ) takes us on a ride that 's consistently surprising , easy to watch -- but , oh , so dumb .",2
6157,It 's difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks .,2
6158,Lazily directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .,1
6159,"Though Jones and Snipes are enthralling , the movie bogs down in rhetoric and cliché .",1
6160,"The most remarkable ( and frustrating ) thing about World Traveler , which opens today in Manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .",2
6161,An artsploitation movie with too much exploitation and too little art .,0
6162,The pacing is often way off and there are too many bona fide groaners among too few laughs .,0
6163,"With lines that feel like long soliloquies -- even as they are being framed in conversation -- Max is static , stilted .",2
6164,"Barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",1
6165,"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",3
6166,"One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",1
6167,"In between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '",3
6168,The obligatory break-ups and hook-ups do n't seem to have much emotional impact on the characters .,2
6169,"Make no mistake , ivans xtc .",2
6170,is a mess .,0
6171,"Hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .",0
6172,The concept is a hoot .,3
6173,The trailer is a riot .,4
6174,The movie is a dud .,0
6175,"It 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",3
6176,"Because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .",0
6177,It 's hard to imagine another director ever making his wife look so bad in a major movie .,0
6178,Some stunning visuals -- and some staggeringly boring cinema .,2
6179,These characters become wearisome .,1
6180,"A hit - and-miss affair , consistently amusing but not as outrageous or funny as Cho may have intended or as imaginative as one might have hoped .",1
6181,This may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .,1
6182,Kim Ki-Deok seems to have in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .,1
6183,"A sterling film - a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made .",2
6184,"After sitting through this sloppy , made-for-movie comedy special , it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .",0
6185,Contrived pastiche of caper clichés .,1
6186,"Many shallower movies these days seem too long , but this one is egregiously short .",2
6187,Just a Kiss wants desperately to come off as a fanciful film about the typical problems of average people .,2
6188,"But it is set in a world that is very , very far from the one most of us inhabit .",2
6189,The most ill-conceived animated comedy since the 1991 dog Rover Dangerfield .,2
6190,"Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .",2
6191,"Despite its sincere acting , Signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .",1
6192,"Yet another movie which presumes that high school social groups are at war , let alone conscious of each other 's existence .",2
6193,"Loud , chaotic and largely unfunny .",0
6194,"I ca n't remember the last time I saw an audience laugh so much during a movie , but there 's only one problem ... it 's supposed to be a drama .",2
6195,Qualities that were once amusing are becoming irritating .,1
6196,"Well , Jason 's gone to Manhattan and Hell , I guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) .",1
6197,"Donovan ... squanders his main asset , Jackie Chan , and fumbles the vital action sequences .",1
6198,"There is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .",0
6199,"Bread , My Sweet has so many flaws it would be easy for critics to shred it .",0
6200,It may even fall into the category of Films You Love to Hate .,2
6201,"I admit it , I hate to like it .",2
6202,"Frida is certainly no disaster , but neither is it the Kahlo movie Frida fans have been looking for .",2
6203,Leaks treacle from every pore .,1
6204,"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament .",0
6205,Kapur weighs down the tale with bogus profundities .,1
6206,"While we want MacDowell 's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her .",2
6207,Blue Crush is as predictable as the tides .,1
6208,... The movie feels stitched together from stock situations and characters from other movies .,1
6209,"If you enjoy being rewarded by a script that assumes you are n't very bright , then Blood Work is for you .",0
6210,"Trouble Every Day is a success in some sense , but it 's hard to like a film so cold and dead .",1
6211,The film 's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film 's production design .,2
6212,A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1
6213,A family-friendly fantasy that ends up doing very little with its imaginative premise .,2
6214,A plodding look at the French Revolution through the eyes of aristocrats .,2
6215,"Tom Shadyac has learned a bit more craft since directing Adams , but he still lingers over every point until the slowest viewer grasps it .",2
6216,"Unspools like a highbrow , low-key , 102-minute infomercial , blending entrepreneurial zeal with the testimony of satisfied customers .",2
6217,"A fast-paced , glitzy but extremely silly piece .",2
6218,"Any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors .",0
6219,"... while the humor aspects of ` Jason X ' were far more entertaining than I had expected , everything else about the film tanks .",1
6220,Your taste for Jonah - A Veggie Tales Movie may well depend on your threshold for pop manifestations of the Holy Spirit .,2
6221,"Like an Afterschool Special with costumes by Gianni Versace , Mad Love looks better than it feels .",1
6222,"While certain cues , like the happy music , suggest that this movie is supposed to warm our hearts , Jeong-Hyang Lee 's film is just as likely to blacken that organ with cold vengefulness .",2
6223,"The script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained .",0
6224,A thriller without thrills and a mystery devoid of urgent questions .,1
6225,A collage of clichés and a dim echo of allusions to other films .,1
6226,The film is hampered by its predictable plot and paper-thin supporting characters .,1
6227,"Jonah is only so-so ... the addition of a biblical message will either improve the film for you , or it will lessen it .",2
6228,An excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .,1
6229,"How many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ?",1
6230,"There are some laughs in this movie , but Williams ' anarchy gets tiresome , the satire is weak .",1
6231,As steamy as last week 's pork dumplings .,0
6232,The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,0
6233,The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .,1
6234,"Another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .",0
6235,This strenuously unfunny Showtime deserves the hook .,0
6236,"The whole thing 's fairly lame , making it par for the course for Disney sequels .",1
6237,... its solemn pretension prevents us from sharing the awe in which it holds itself .,1
6238,"... the good and different idea ( of middle-aged romance ) is not handled well and , except for the fine star performances , there is little else to recommend `` Never Again . ''",1
6239,"If Disney 's Cinderella proved that ' a dream is a wish your heart makes , ' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes .",1
6240,"Features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory .",0
6241,"With Rare Birds , as with The Shipping News before it , an attempt is made to transplant a Hollywood star into Newfoundland 's wild soil -- and The Rock once again resists the intrusion .",2
6242,Nothing about this movie works .,0
6243,"If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .",2
6244,A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .,1
6245,None of Birthday Girl 's calculated events take us by surprise ...,1
6246,"Are monsters born , or made ?",2
6247,"Lisa Rinzler 's cinematography may be lovely , but Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .",1
6248,"The narrator and the other characters try to convince us that acting transfigures Esther , but she 's never seen speaking on stage ; one feels cheated , and Esther seems to remain an unchanged dullard .",1
6249,It 's exactly the kind of movie Toback 's detractors always accuse him of making .,1
6250,"With the dog days of August upon us , think of this dog of a movie as the cinematic equivalent of high humidity .",1
6251,Less about Shakespeare than the spawn of fools who saw Quentin Tarantino 's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .,2
6252,"The film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0
6253,"This rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor .",1
6254,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .",1
6255,"Not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy Hollywood at its laziest .",0
6256,"A shame that Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .",0
6257,Nearly every attempt at humor here is DOA .,0
6258,Collapses under its own meager weight .,1
6259,"This is mild-mannered , been-there material given a pedestrian spin by a director who needed a touch of the flamboyant , the outrageous .",2
6260,"If you adored The Full Monty so resoundingly that you 're dying to see the same old thing in a tired old setting , then this should keep you reasonably entertained .",2
6261,Technically and artistically inept .,1
6262,"Those who are only mildly curious , I fear , will be put to sleep or bewildered by the artsy and often pointless visuals .",1
6263,"Though Tom Shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance .",1
6264,"A long , dull procession of despair , set to cello music culled from a minimalist funeral .",0
6265,"Call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but I believe a movie can be mindless without being the peak of all things insipid .",0
6266,Death might be a release .,1
6267,`` ( Hopkins ) does n't so much phone in his performance as fax it .,1
6268,"No , even that 's too committed .",1
6269,He gets his secretary to fax it . '',2
6270,"Sodden and glum , even in those moments where it 's supposed to feel funny and light .",1
6271,"Priggish , lethargically paced parable of renewal .",0
6272,A beautifully shot but dull and ankle-deep ` epic . ',1
6273,"Even with its $ 50-million US budget , Pinocchio never quite achieves the feel of a fanciful motion picture .",1
6274,"This is a third-person story now , told by Hollywood , and much more ordinary for it .",1
6275,"The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",3
6276,"Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .",1
6277,"The characters are interesting and the relationship between Yosuke and Saeko is worth watching as it develops , but there 's not enough to the story to fill two hours .",2
6278,"Very well made , but does n't generate a lot of tension .",2
6279,Like being invited to a classy dinner soiree and not knowing anyone .,2
6280,"You leave the same way you came -- a few tasty morsels under your belt , but no new friends .",1
6281,It 's depressing to see how far Herzog has fallen .,1
6282,"The question hanging over The Time Machine is not , as the main character suggests , ` what if ? '",2
6283,"but rather , ` How can you charge money for this ? '",0
6284,Millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .,1
6285,"`` Freaky Friday , '' it 's not .",1
6286,"Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .",1
6287,"Although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .",1
6288,"In this film , Aussie David Caesar channels the not-quite-dead career of Guy Ritchie .",2
6289,"Maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back .",0
6290,"The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .",1
6291,This film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .,2
6292,"For the rest of us , sitting through Dahmer 's two hours amounts to little more than punishment .",0
6293,Narc can only remind us of brilliant crime dramas without becoming one itself .,2
6294,"Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out .",1
6295,A tedious parable about honesty and good sportsmanship .,2
6296,"Its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .",2
6297,An artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike .,1
6298,"The movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director Michel Gondry restate it to the point of ridiculousness .",0
6299,A glossy knock-off of a B-movie revenge flick .,2
6300,"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",1
6301,It 's just plain boring .,2
6302,"Sad nonsense , this .",1
6303,But not without cheesy fun factor .,3
6304,One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .,1
6305,Really dumb but occasionally really funny .,2
6306,"The movie wavers between Hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .",1
6307,The director 's many dodges and turns add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff .,1
6308,"While the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull , Rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .",1
6309,"The satire is unfocused , while the story goes nowhere .",0
6310,They threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans .,1
6311,It 's mired in a shabby script that piles layer upon layer of Action Man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( Woo 's ) best work .,0
6312,"Reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script",1
6313,"If you 're over 25 , have an IQ over 90 , and have a driver 's license , you should be able to find better entertainment .",0
6314,The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .,1
6315,... the picture 's cleverness is ironically muted by the very people who are intended to make it shine .,2
6316,"Never does `` Lilo & Stitch '' reach the emotion or timelessness of Disney 's great past , or even that of more recent successes such as `` Mulan '' or `` Tarzan . ''",1
6317,One of those so-so films that could have been much better .,1
6318,"Crossroads feels like a teenybopper Ed Wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama .",0
6319,"Fails to satisfactorily exploit its gender politics , genre thrills or inherent humor .",1
6320,"Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .",1
6321,"Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",1
6322,"It has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .",1
6323,It appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .,0
6324,Less a heartfelt appeal for the handicapped than a nice Belgian waffle .,2
6325,"It 's not helpful to listen to extremist name-calling , regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter .",1
6326,Abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed .,1
6327,"The only problem is that , by the end , no one in the audience or the film seems to really care .",0
6328,"No Such Thing is sort of a minimalist Beauty and the Beast , but in this case the Beast should definitely get top billing .",4
6329,Robert John Burke as The Monster horns in and steals the show .,3
6330,"Due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a TelePrompTer .",0
6331,( T ) he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .,1
6332,"While it may not add up to the sum of its parts , Holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .",3
6333,An overwrought Taiwanese soaper about three people and their mixed-up relationship .,2
6334,"Nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",0
6335,"A thoroughly awful movie -- dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` The Thing ' and a geriatric ` Scream . '",0
6336,... another example of how Sandler is losing his touch .,1
6337,"Nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams .",0
6338,What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .,1
6339,The plot 's contrivances are uncomfortably strained .,1
6340,Guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .,0
6341,"Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...",1
6342,"Its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare .",1
6343,By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .,1
6344,To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .,0
6345,"A film of empty , fetishistic violence in which murder is casual and fun .",0
6346,Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .,1
6347,"It 's fun , but it 's a real howler .",3
6348,"Some fine acting , but ultimately a movie with no reason for being .",1
6349,"It 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .",1
6350,"A waterlogged version of ` Fatal Attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads .",1
6351,It tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did .,2
